ID,event_timestamp,transaction_timestamp,event,ticket_price,ticket_category,buyer_wallet_address,seller_wallet_address,organizer_wallet_address
144fbf3f-7dcd-4aa6-a9ee-2058344f24ee,2025-01-01 19:45:52,2024-12-04 11:25:51,Sports Event A,173.11,Premium,0xbdf4740aa099d3595777e7177c0a75de8219f992,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
d0f63cdc-8146-40f6-83cf-d847a70ac55c,2025-01-02 00:26:36,2024-12-04 17:41:55,Sports Event B,286.01,Economy,0xd52dfb7e4e010fdcfa53a258c87d2733f7d4de94,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
5ea77004-7823-451d-93d8-add1c50cac18,2025-01-01 19:10:51,2024-12-06 15:15:43,Festival A,413.74,Balcony,0x92ea4bfda0c681ea2b3e9dd124bd2d3589593dbf,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
a686bc6b-bf2b-433c-ae13-e59661f075f8,2025-01-01 09:32:36,2024-12-09 10:03:16,Festival B,224.06,Premium,0xff823e89c688e1d6f8dbceed13db4763e0dcc548,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
abb25951-b71b-4e00-bb5e-b25934f1a610,2025-01-05 22:42:19,2024-12-09 17:05:12,Festival B,496.6,Standing,0x9a8a133e7e548794f30c38d2675f4fff28147f53,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
4679bfd6-a648-4b36-b1fb-fcf0eef03a02,2025-01-03 02:13:36,2024-12-11 00:02:32,Concert A,429.21,Premium,0x6f1d8da8a2a5bebbbc91f3cb3498418946512870,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
dfc971dc-ca66-4370-a64e-e5bb8763a6f7,2025-01-04 00:08:28,2024-12-11 13:03:12,Theater B,151.88,General,0x00c8d6eed1591eee824dabf4158a3558df487b60,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
9ca2717f-ebd0-43d0-a75d-b5f2c4588fe8,2025-01-10 12:56:10,2024-12-12 01:04:41,Theater B,99.03,Standing,0xb92a68914865d7e6c98e3770576f4af9da180acf,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
e4385644-657e-4e1d-92cf-a3182d63d524,2025-01-04 15:00:29,2024-12-12 10:58:50,Festival B,356.39,General,0x74b5c8ed103b80eb3e26ad402795bca39f0031c6,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
feb0629c-9de2-468f-9008-0bd264a6378c,2025-01-07 15:08:29,2024-12-13 11:44:33,Concert B,366.7,VIP,0x1241ba4429057e5db7dc2ca55765721c686fdf95,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
c07cb377-d6d1-476e-a0a7-213b20465bd0,2025-01-06 19:28:49,2024-12-14 20:26:39,Festival A,145.26,Premium,0xf2c0a4f7dbdf687c0e2367873bd151007248c17d,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
e0d3df39-280e-45ad-8c9a-f9e679024ba2,2025-01-10 06:12:28,2024-12-14 21:40:54,Festival A,286.85,VIP,0x1c6d1b5d1591295a165c2b600d1a8313c15de21f,0x3898b2de3146a6be06cd9c8152f1b1466bde2cbc,0xb602999de3795567ad031e8145556322b19bafd8
e0d3df39-280e-45ad-8c9a-f9e679024ba2,2025-01-10 06:12:28,2024-12-14 21:40:58,Festival A,236.42,General,0xf1a3987dfa82248a6960a98d7f847d54e053bf11,0x2c3a064a86ed2236b461aa34338ae59699232ce2,0xb602999de3795567ad031e8145556322b19bafd8
cd240537-a781-4e45-816c-8dff21fdb984,2025-01-11 21:29:43,2024-12-16 01:08:31,Festival A,102.41,Balcony,0x9f5e6d9c3ef58f6273a590ce6b7f3a7ea1de1cef,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
02f77818-1118-4aaf-b49a-dc28f7223326,2025-01-08 11:44:59,2024-12-16 15:52:08,Theater B,170.04,Balcony,0x7bab5449fb8644edfe48d8cc8d831b28e2686672,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
5c4b32bb-df19-4628-a90b-d594831d6e43,2025-01-03 12:12:33,2024-12-18 10:10:28,Theater A,448.96,Balcony,0xb461359692266508f54cc906a3c3e39da8803e63,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
dd4e4c1b-5d40-4cdf-8e4e-bd9614495272,2025-01-02 02:32:50,2024-12-18 23:23:18,Festival A,481.0,Balcony,0xad5f63687e86b9683aa24bd03658bbfc1258044e,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
04e6cc43-cd7a-4de9-a716-3097711099d0,2025-01-04 17:42:38,2024-12-19 00:24:45,Sports Event A,232.03,Standing,0x72bc6f62ee98cc2a28672d14bcb0f29b5cac36dd,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
dd2081fa-0b56-460f-b785-cfac8162fec8,2025-01-10 17:09:06,2024-12-19 03:05:00,Theater B,260.4,Premium,0x0c2399167320b5fe8e4f760caf3c02c63f597c34,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
9a40d0a0-fe62-48e9-b66a-2d018d704e41,2025-01-15 05:25:51,2024-12-20 03:47:35,Festival A,67.89,Standing,0xcbbe7e42484710a08298047230f54aacb63db8a7,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
2339ef64-61e0-414d-afc4-b28bbb0dd359,2025-01-11 14:33:56,2024-12-20 12:17:24,Festival B,272.04,Premium,0x194116f89d86e1876c3be9664bc4d55aad8942d2,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
247e9f3d-7b32-4e88-9a9a-a86b067c975b,2025-01-01 02:02:05,2024-12-20 23:06:48,Festival A,380.1,General,0x1b26365d63fd5146ae4c68981a21a6b317828022,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
d14aadcf-ea0c-4449-b78e-41e91c43899f,2025-01-12 05:21:51,2024-12-22 01:16:00,Festival A,363.02,Economy,0xb1bfec00bf94f854aa35e0bbe4ee09db693f96bb,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
820f40d0-40c0-4688-9651-0f135db48de6,2025-01-16 09:46:53,2024-12-22 06:01:11,Theater B,274.71,General,0x1c0ed19609d57748de3585d85be948ae3635c775,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
f7bf34e9-dfc5-42aa-a2e4-7571d22fe922,2025-01-02 08:30:15,2024-12-22 14:11:05,Festival B,256.57,General,0xce93f7c8cf14408e32c7e490ea593052b2540750,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
03b27b56-89a4-40e7-a0af-1e2d8c609481,2025-01-03 06:00:43,2024-12-23 06:49:17,Theater A,325.6,General,0xc31b0c7e6291d7daa45ec3898f091a710525ad7d,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
604b1fde-96e3-4a2c-9373-83713a7fe3b6,2025-01-12 04:15:54,2024-12-23 16:43:38,Theater B,131.93,Standing,0x447300fb67781b1f0a91836c5ad8c522af60cb98,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
03c138c9-71c3-4836-9772-5098191d0754,2025-01-12 16:26:45,2024-12-24 18:18:56,Concert A,222.85,Balcony,0xa13e699ffabbbf2e179d857f1769d93dea288f27,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
358f11ff-084a-4593-8b35-95f661a2f61b,2025-01-21 07:37:13,2024-12-24 20:34:35,Festival B,229.08,VIP,0xfbcfdeac3801d2296780aa9ed036e8df6ec00abd,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
023593e2-2b1c-45d5-a26b-4197fa72d7e8,2025-01-16 15:40:44,2024-12-25 09:28:43,Theater B,184.24,Balcony,0xc9f3491a187d37161907670b7b307972b6ce440d,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
b41eeebd-fb8a-4309-8282-d1bfa5d5a1a2,2025-01-16 02:47:01,2024-12-25 10:17:14,Sports Event B,431.9,VIP,0x8b2fec570cbbe908d8e6555f54f714b38c7457b5,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
024814c0-cf8b-4f7b-a97f-78d711ba171d,2025-01-08 19:25:34,2024-12-25 10:45:47,Theater A,278.94,General,0x55d2c3de948cc980b61ad4861e5774f192ed4002,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
0242f5f2-f30c-4911-804f-fd8c1fe9c7fb,2025-01-07 17:20:17,2024-12-25 13:46:49,Sports Event B,299.97,Premium,0x0c99117e1c0dfbc9ddd2aa86f3a43e53eb2f4cef,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
56476d7e-3833-441f-98c7-4e1ca851f72a,2025-01-01 08:31:36,2024-12-27 08:08:16,Sports Event A,330.68,Economy,0x0539c13104a3bddf46985e053cc89e3fd7019de6,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
0c27b0a3-e051-43a6-bbd7-57813f3f6df7,2025-01-26 03:43:20,2024-12-27 11:51:33,Sports Event A,348.13,VIP,0xc68961db07ddd0dc59fb96929c76dba655a0c316,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
f827086b-78f6-4fe1-aafb-f7546adcf315,2025-01-16 08:52:21,2024-12-29 08:27:39,Festival A,489.95,Premium,0xab96d95484572abcb3f17cc82984068c22f21342,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
05f6855b-f6ae-4a3a-a46f-58a9d0d18640,2025-01-25 20:28:48,2024-12-29 16:52:14,Concert A,94.88,General,0x6702653e713b134a4ba6f69bb740ef001f5a26c4,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
1f1036d6-9fc5-4cd2-a020-371795da2540,2025-01-13 12:45:15,2024-12-29 23:18:14,Concert A,471.25,Premium,0xc57b663bdf171325adb83cd9c7bea2bc14ad7e44,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
b4e05dd8-4eab-4428-a73d-30a65f58bd2e,2025-01-28 12:15:20,2024-12-30 01:01:25,Concert B,116.5,Balcony,0x9038d0338c31456dc7859a68bf0ce62d661d29f8,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
6151f8fe-d71c-4dbe-889b-ff4854bca530,2025-01-06 20:04:41,2024-12-30 07:11:41,Sports Event A,235.59,Premium,0x7e9edcfb949e8d8712db017ea683adaf8717c1f3,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
ae0a425d-65fc-40cc-bee1-fe098efa45ea,2025-01-12 20:57:08,2024-12-30 08:58:55,Concert B,117.19,General,0x2687c7377352e89ec403c161ff1ea607ccb8b7f6,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
23570a1b-c7fb-48e7-ac10-e102ac977bff,2025-01-03 21:28:17,2024-12-30 21:50:44,Sports Event A,411.03,Economy,0x3a130d283b00550363f8b9e42275b9f72cca1086,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
a8b8cf2c-81cd-4499-8ac9-8ef3e80edbe5,2025-01-07 02:30:18,2024-12-31 18:09:49,Festival B,72.84,VIP,0x9190d0260afcd69fbf4010c31c21125ad4ed90a3,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
8dce1a2c-7a05-445e-817b-048f43193e42,2025-01-06 12:21:01,2024-12-31 20:26:25,Theater A,122.25,General,0xd6e47ff16b9a58f015493dfa765e755dc4403688,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
3aeca005-ee70-4638-a9e3-103309d856cf,2025-01-13 08:00:34,2024-12-31 22:19:00,Festival B,411.86,General,0xa4b801b9e3a4d14480cbddfd8910d69707933e7b,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
afb82881-d7fc-4b5b-89d4-bba4429cf3f0,2025-01-24 07:44:43,2025-01-02 19:37:30,Sports Event A,110.5,Balcony,0xe5e1b2c13de15eda53f0744db982611b634760bb,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
f5fe105b-6df4-434a-abac-62e8f38c20c8,2025-01-19 10:21:29,2025-01-03 10:39:55,Festival A,286.61,VIP,0x217f1594939364f5db891a297c5a7cdb6aa332f9,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
a0e5043f-9c43-4bf7-af15-d4049a45c0d7,2025-02-02 00:11:35,2025-01-03 17:28:09,Concert A,499.87,General,0xc946b5ba2f9fda68e1e8f7833e51eec8a4e369b0,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
0032f039-550d-488d-9d3a-35e5b3f0edb2,2025-01-30 23:25:15,2025-01-03 22:32:45,Sports Event A,359.77,Economy,0xa25ec592fc1880cb14d85cd412a40d35489e7e58,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
8ca1eef2-7116-43d9-922c-ff750bff3f44,2025-01-28 09:47:44,2025-01-04 12:01:04,Concert A,188.49,VIP,0x17f9c15da63b05a88403ff60c2fdb9b3501e89ba,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
b3b7ddf1-f371-4b45-af5d-74b48c2bc6cc,2025-01-06 00:38:07,2025-01-05 08:27:09,Concert B,474.93,Standing,0xaf8f45cec4e3812a11e257e7f1b295ab08271f3a,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
6bb01f02-7c87-4d1d-be6f-d222a8c46650,2025-01-21 13:53:57,2025-01-06 13:31:36,Concert B,182.18,Premium,0x097be0e8655cda1ffaf71d83bdfea8ac9aa759b1,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
f866bf75-5af4-4a42-ae60-1a7a0bea0186,2025-01-29 18:24:15,2025-01-07 02:15:36,Festival A,477.95,Premium,0x97f1f32efac0fa5d79be98438860898c4bfc3e99,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
a7cfcf79-ab1a-438b-aef5-a70473a8ae8f,2025-01-29 21:13:52,2025-01-07 08:17:09,Sports Event A,195.92,General,0x0a30ba996e403b39a9ce0eefae876fce218b8171,0xb602999de3795567ad031e8145556322b19bafd8,0xb602999de3795567ad031e8145556322b19bafd8
